acquiredPointID:ID(AcquiredPoint),iteration:int,:LABEL
479326173377213187,69,AcquiredPoint
479520345765451408,53,AcquiredPoint
480329138843621994,36,AcquiredPoint
481926341060022193,89,AcquiredPoint
482360456847238092,35,AcquiredPoint
484393080185899280,129,AcquiredPoint
485501910484978450,4,AcquiredPoint
485675842903330897,83,AcquiredPoint
485689194734010516,4,AcquiredPoint
485883539975857135,51,AcquiredPoint
486023650644352491,92,AcquiredPoint
486588468263373742,28,AcquiredPoint
486919834156588788,72,AcquiredPoint
488003227402846989,79,AcquiredPoint
488419314068258545,17,AcquiredPoint
489312546441171280,3,AcquiredPoint
489812821889966058,136,AcquiredPoint
490374423042111567,108,AcquiredPoint
491882650524067305,22,AcquiredPoint
493085575888272778,59,AcquiredPoint
493453757499395179,48,AcquiredPoint
494410745772702840,39,AcquiredPoint
497316425108189167,64,AcquiredPoint
497837007777342481,17,AcquiredPoint
498037680245963096,71,AcquiredPoint
498122163198299064,46,AcquiredPoint
498759980778428951,145,AcquiredPoint
499908636854152412,8,AcquiredPoint
500843741285375686,113,AcquiredPoint
500902987361094559,41,AcquiredPoint
501436359626544545,1,AcquiredPoint
502888542971149615,25,AcquiredPoint
503276886179596210,0,AcquiredPoint
503479976291762444,82,AcquiredPoint
504020631792530584,11,AcquiredPoint
506130008650842811,129,AcquiredPoint
506282037285771955,0,AcquiredPoint
507404083047160371,0,AcquiredPoint
508561443675627638,35,AcquiredPoint
509461227589843069,140,AcquiredPoint
509582321866638500,3,AcquiredPoint
509622164135573939,44,AcquiredPoint
510638545137012817,102,AcquiredPoint
511002860387616000,130,AcquiredPoint
511839952243852972,114,AcquiredPoint
512739075122024072,16,AcquiredPoint
513094901379861489,40,AcquiredPoint
514069965838052799,116,AcquiredPoint
516811061065749740,106,AcquiredPoint
517033490867114922,134,AcquiredPoint
517299096486183631,74,AcquiredPoint
520170364754390281,18,AcquiredPoint
521858955438957196,27,AcquiredPoint
522573946876951204,72,AcquiredPoint
522879156419129342,111,AcquiredPoint
523489729628581694,64,AcquiredPoint
524166716622894293,60,AcquiredPoint
524824565015110329,99,AcquiredPoint
525644043987619450,87,AcquiredPoint
525756870798580212,0,AcquiredPoint
525823699800879310,114,AcquiredPoint
526366854454612209,54,AcquiredPoint
527320219816656301,26,AcquiredPoint
528616092971195815,54,AcquiredPoint
529252493999284692,68,AcquiredPoint
529336847332685577,84,AcquiredPoint
529579977086732052,52,AcquiredPoint
529980841268753886,27,AcquiredPoint
531361524735349540,40,AcquiredPoint
531959253523726195,139,AcquiredPoint
532312298300021320,9,AcquiredPoint
532823566859515568,100,AcquiredPoint
533566256776300670,0,AcquiredPoint
533596734402770576,30,AcquiredPoint
533988964869617150,56,AcquiredPoint
534657045837890969,21,AcquiredPoint
535893991090793088,27,AcquiredPoint
536070983989626714,69,AcquiredPoint
537009806830783393,83,AcquiredPoint
542153231196428056,147,AcquiredPoint
542783033027304327,86,AcquiredPoint
543574649802480270,110,AcquiredPoint
544110468595366960,130,AcquiredPoint
544165826816267867,29,AcquiredPoint
544630346529981507,40,AcquiredPoint
544770206700847207,61,AcquiredPoint
545405775113786479,10,AcquiredPoint
546031651187116220,143,AcquiredPoint
546435435059632333,138,AcquiredPoint
546657971592197084,32,AcquiredPoint
548397426113001975,79,AcquiredPoint
548665532779217777,6,AcquiredPoint
548917477016672306,73,AcquiredPoint
549463867269758839,28,AcquiredPoint
551632644097021430,48,AcquiredPoint
553870459233542142,132,AcquiredPoint
554479321453295698,38,AcquiredPoint
554629338780799971,68,AcquiredPoint
555248370303426283,110,AcquiredPoint
555280326872220219,95,AcquiredPoint
556322426864203492,98,AcquiredPoint
557762668005689558,44,AcquiredPoint
558511069232997542,84,AcquiredPoint
558880638804063379,34,AcquiredPoint
559535691477038497,20,AcquiredPoint
559943274015101523,26,AcquiredPoint
561960584757372518,121,AcquiredPoint
563325063967543569,57,AcquiredPoint
564236468362216607,94,AcquiredPoint
564370131123680180,23,AcquiredPoint
565001832703750547,60,AcquiredPoint
565919635871472752,47,AcquiredPoint
567359075404458725,123,AcquiredPoint
568228782770164279,12,AcquiredPoint
568873141635559913,2,AcquiredPoint
570064259280502076,8,AcquiredPoint
570512266799296815,123,AcquiredPoint
570770258516020121,16,AcquiredPoint
570785327167096581,14,AcquiredPoint
571610547788734675,16,AcquiredPoint
572514396985128829,5,AcquiredPoint
574386669214481341,118,AcquiredPoint
575440293211357332,6,AcquiredPoint
576560031107909097,65,AcquiredPoint
576864599536013321,69,AcquiredPoint
577045391548613197,145,AcquiredPoint
577357370799052543,138,AcquiredPoint
577623380160400251,68,AcquiredPoint
577814359942809053,25,AcquiredPoint
577862811173656199,88,AcquiredPoint
578642378649561584,123,AcquiredPoint
578852682329622275,19,AcquiredPoint
579252386646811439,121,AcquiredPoint
579443758709353564,13,AcquiredPoint
579717253397337438,60,AcquiredPoint
580657611414263456,24,AcquiredPoint
581019103054427415,144,AcquiredPoint
581039638343619903,146,AcquiredPoint
581362333502564844,19,AcquiredPoint
581395345535407571,124,AcquiredPoint
583774380732531994,58,AcquiredPoint
584311255314263021,2,AcquiredPoint
584544543337546633,61,AcquiredPoint
586158642280613003,136,AcquiredPoint
586313965101912445,92,AcquiredPoint
586353417031174225,14,AcquiredPoint
586557666947473139,115,AcquiredPoint
586626840183559578,55,AcquiredPoint
588128051132271730,45,AcquiredPoint
588327758846977554,62,AcquiredPoint
588441661868603497,81,AcquiredPoint
590615407000037354,110,AcquiredPoint
591714816245498769,26,AcquiredPoint
592180551126275895,29,AcquiredPoint
594093301389534006,136,AcquiredPoint
594668616618380507,8,AcquiredPoint
595794923254097110,32,AcquiredPoint
597636094900593456,18,AcquiredPoint
597664092496130188,116,AcquiredPoint
598067231985087357,130,AcquiredPoint
598626088316533874,87,AcquiredPoint
599090707206478063,40,AcquiredPoint
599239418155820643,37,AcquiredPoint
599392323428482768,19,AcquiredPoint
599429062867718163,17,AcquiredPoint
599841602469795870,47,AcquiredPoint
601366919278758148,72,AcquiredPoint
602629451260476957,37,AcquiredPoint
604047716395962341,107,AcquiredPoint
604073385587398295,27,AcquiredPoint
604204379131666452,22,AcquiredPoint
604774731195547137,39,AcquiredPoint
605345427312194151,5,AcquiredPoint
606316935860925215,70,AcquiredPoint
606762890798489725,126,AcquiredPoint
607194988302320650,86,AcquiredPoint
607478000515936277,97,AcquiredPoint
608392136303482913,39,AcquiredPoint
608987951677776819,72,AcquiredPoint
610551403231700631,8,AcquiredPoint
610911879694113834,21,AcquiredPoint
611301363861601228,84,AcquiredPoint
611730950781641831,12,AcquiredPoint
613521895181720292,10,AcquiredPoint
614724637345996060,88,AcquiredPoint
614741606587447717,119,AcquiredPoint
615445710562094549,62,AcquiredPoint
615592378169720287,8,AcquiredPoint
616188610869394335,53,AcquiredPoint
616862781959185221,55,AcquiredPoint
618896755058748533,130,AcquiredPoint
619853055321596122,102,AcquiredPoint
619866536127799287,4,AcquiredPoint
620248814584850946,12,AcquiredPoint
621489475543221092,125,AcquiredPoint
623130893315433259,73,AcquiredPoint
623572051016322416,48,AcquiredPoint
624135107361507836,97,AcquiredPoint
624590060532067401,120,AcquiredPoint
625010049372198781,59,AcquiredPoint
625071890769621930,25,AcquiredPoint
625195000807587167,55,AcquiredPoint
625199030029957529,36,AcquiredPoint
625296230548279787,20,AcquiredPoint
625424603932140713,16,AcquiredPoint
626427664895899319,59,AcquiredPoint
626455637961383665,68,AcquiredPoint
626849705175623161,99,AcquiredPoint
627067768067860222,20,AcquiredPoint
627464173598744739,48,AcquiredPoint
627704410871762979,86,AcquiredPoint
627735814887152085,39,AcquiredPoint
627878512059366362,134,AcquiredPoint
628711063323806271,0,AcquiredPoint
629456898400527965,140,AcquiredPoint
629618296158392162,92,AcquiredPoint
629660988714736459,59,AcquiredPoint
630688870708709444,23,AcquiredPoint
631063740502460123,16,AcquiredPoint
631520346059213454,27,AcquiredPoint
632244852601962984,20,AcquiredPoint
632513350063654891,37,AcquiredPoint
633183138750393868,0,AcquiredPoint
633539946472765493,66,AcquiredPoint
633768022333305505,6,AcquiredPoint
634881511035198374,13,AcquiredPoint
638125879391201229,98,AcquiredPoint
638176481186241651,67,AcquiredPoint
638298081496710240,129,AcquiredPoint
639017637807705128,8,AcquiredPoint
639151107028566716,8,AcquiredPoint
639620510852097559,69,AcquiredPoint
640085666331234631,24,AcquiredPoint
640332588708490636,121,AcquiredPoint
641733182138578226,66,AcquiredPoint
641851309743699390,28,AcquiredPoint
641989409431225162,19,AcquiredPoint
642373420896210932,4,AcquiredPoint
642497528186805358,144,AcquiredPoint
642932853737455530,47,AcquiredPoint
643214969933297100,121,AcquiredPoint
645279703992263021,107,AcquiredPoint
645756260838283206,100,AcquiredPoint
646512865811258037,32,AcquiredPoint
647098634598130005,119,AcquiredPoint
648233051229523206,54,AcquiredPoint
648507551059546790,131,AcquiredPoint
649031482671013119,26,AcquiredPoint
651965427160774439,3,AcquiredPoint
652116237989598750,114,AcquiredPoint
652551250049552570,50,AcquiredPoint
653284444620791593,88,AcquiredPoint
653859225831640923,51,AcquiredPoint
654650943444676879,137,AcquiredPoint
654766848680671460,11,AcquiredPoint
655606446963437894,131,AcquiredPoint
656002949491251637,124,AcquiredPoint
657210101496019267,133,AcquiredPoint
657652295310473171,64,AcquiredPoint
658010696508638115,71,AcquiredPoint
658227766162113419,109,AcquiredPoint
660323197428029716,147,AcquiredPoint
661286120930190317,53,AcquiredPoint
663255681170671154,50,AcquiredPoint
663361865683896156,137,AcquiredPoint
666365628057194706,62,AcquiredPoint
667468086579785950,53,AcquiredPoint
669575010495642178,129,AcquiredPoint
670100907561293860,64,AcquiredPoint
671710279432600398,24,AcquiredPoint
672572205868519902,37,AcquiredPoint
673863815005711168,36,AcquiredPoint
673916269479309655,58,AcquiredPoint
675104539196142799,128,AcquiredPoint
675362512841973754,54,AcquiredPoint
675422072934290412,118,AcquiredPoint
675452473925689187,29,AcquiredPoint
675495623440725881,11,AcquiredPoint
675988909943088964,138,AcquiredPoint
676124086280348848,83,AcquiredPoint
677649951227033211,56,AcquiredPoint
677687643240292559,23,AcquiredPoint
678139463007415763,51,AcquiredPoint
679093507159637118,68,AcquiredPoint
680991698180077512,31,AcquiredPoint
681050910638122765,76,AcquiredPoint
681085814175817535,95,AcquiredPoint
681645062938761587,92,AcquiredPoint
682013356790916544,36,AcquiredPoint
682225945388066646,25,AcquiredPoint
682399482218518983,53,AcquiredPoint
682558082078888873,11,AcquiredPoint
683867157094686831,21,AcquiredPoint
684305811816164950,27,AcquiredPoint
684787030204949586,114,AcquiredPoint
685432187687506472,64,AcquiredPoint
685885198268034122,138,AcquiredPoint
687542430355397554,29,AcquiredPoint
688360914826893714,68,AcquiredPoint
688672290854770688,54,AcquiredPoint
691159023088981060,139,AcquiredPoint
691657468686045974,87,AcquiredPoint
692081135539787172,46,AcquiredPoint
693098108989947166,48,AcquiredPoint
693435997225122475,60,AcquiredPoint
694126173870543103,136,AcquiredPoint
695187824433549081,44,AcquiredPoint
695430880882675971,64,AcquiredPoint
695984406095436945,105,AcquiredPoint
696131155434123654,56,AcquiredPoint
696200715152568913,43,AcquiredPoint
696750229371005064,59,AcquiredPoint
696785969644408578,47,AcquiredPoint
696891751307075788,89,AcquiredPoint
697476074802016560,27,AcquiredPoint
698192134346264768,8,AcquiredPoint
698586979047989421,67,AcquiredPoint
698631708632633527,27,AcquiredPoint
698682883218879983,46,AcquiredPoint
699778619884079594,78,AcquiredPoint
700142931687998169,69,AcquiredPoint
700241912360077525,92,AcquiredPoint
700582843265142999,53,AcquiredPoint
700931950796853787,22,AcquiredPoint
701905514571735025,78,AcquiredPoint
702000177397749179,53,AcquiredPoint
702777918051640149,108,AcquiredPoint
703295860501185879,45,AcquiredPoint
703857658525018037,17,AcquiredPoint
704702585226002349,13,AcquiredPoint
705011516507578455,57,AcquiredPoint
705584525562205111,122,AcquiredPoint
707368634831849354,16,AcquiredPoint
707476278723282472,22,AcquiredPoint
708655194290109595,77,AcquiredPoint
709114263129779449,138,AcquiredPoint
709321810135982440,79,AcquiredPoint
709581898680917008,61,AcquiredPoint
711987173291698785,9,AcquiredPoint
712958486012261213,71,AcquiredPoint
713672120687967885,138,AcquiredPoint
713987001787913961,59,AcquiredPoint
714670133620732105,5,AcquiredPoint
714820698878923719,120,AcquiredPoint
714860921328835887,136,AcquiredPoint
715584434761498477,68,AcquiredPoint
717322329298420108,88,AcquiredPoint
717381979057813787,25,AcquiredPoint
717383618935165742,19,AcquiredPoint
718390584198511569,50,AcquiredPoint
718644151097688338,0,AcquiredPoint
719115638668341061,26,AcquiredPoint
720570941843807587,31,AcquiredPoint
720808221721983287,93,AcquiredPoint
721603912560012768,125,AcquiredPoint
721776783906005991,122,AcquiredPoint
721929063442505056,11,AcquiredPoint
722106936567585324,72,AcquiredPoint
722129761810652470,26,AcquiredPoint
722140203194432391,119,AcquiredPoint
724546094050429892,53,AcquiredPoint
725160334672457571,45,AcquiredPoint
726912089649342321,104,AcquiredPoint
727073422721666272,137,AcquiredPoint
728794993517613784,30,AcquiredPoint
729022115781791160,13,AcquiredPoint
730626241045700361,85,AcquiredPoint
730767691557456209,46,AcquiredPoint
731089205942737957,69,AcquiredPoint
732396300738104352,75,AcquiredPoint
732899185473002022,139,AcquiredPoint
733333197072378970,128,AcquiredPoint
733357488244422243,85,AcquiredPoint
734164679795851798,50,AcquiredPoint
735646532591361532,124,AcquiredPoint
737074061081981116,46,AcquiredPoint
737678529057701503,120,AcquiredPoint
738891665448937956,59,AcquiredPoint
739330759132100690,34,AcquiredPoint
739870146563472203,113,AcquiredPoint
739985944647944501,95,AcquiredPoint
740761082165962402,41,AcquiredPoint
740899053085712706,24,AcquiredPoint
741093507899927265,130,AcquiredPoint
744208568814480844,73,AcquiredPoint
744812909382913513,121,AcquiredPoint
745380541573038891,0,AcquiredPoint
745402152624877864,28,AcquiredPoint
745468830845824184,27,AcquiredPoint
747060478221965304,10,AcquiredPoint
747468892406082508,8,AcquiredPoint
748607244187908778,9,AcquiredPoint
749057868901808001,0,AcquiredPoint
749780421272839181,113,AcquiredPoint
750681141204923333,95,AcquiredPoint
751240484560036521,83,AcquiredPoint
751329307696816124,143,AcquiredPoint
751415284395355024,21,AcquiredPoint
751614581701820959,18,AcquiredPoint
753187541349859075,115,AcquiredPoint
753392022017411428,42,AcquiredPoint
753738571980072973,27,AcquiredPoint
753836985233646871,49,AcquiredPoint
754125730266166171,14,AcquiredPoint
754128141037772723,4,AcquiredPoint
755056486386878437,57,AcquiredPoint
755071543730054799,49,AcquiredPoint
756869809265038698,25,AcquiredPoint
758459249910478456,37,AcquiredPoint
759086459434722906,30,AcquiredPoint
759354383817622047,66,AcquiredPoint
759518614377228879,44,AcquiredPoint
759604937765164635,49,AcquiredPoint
759713595407066007,32,AcquiredPoint
759932187143217558,78,AcquiredPoint
760285528251083560,58,AcquiredPoint
760901031202308059,11,AcquiredPoint
761291050539183448,80,AcquiredPoint
762260620558538756,54,AcquiredPoint
763224845760266217,10,AcquiredPoint
764293620899135992,134,AcquiredPoint
764576877209780715,100,AcquiredPoint
764757853453289846,52,AcquiredPoint
765151351853735515,15,AcquiredPoint
765413004052730638,67,AcquiredPoint
765992853331491852,118,AcquiredPoint
766238355893651357,76,AcquiredPoint
766647282078066035,3,AcquiredPoint
767298220342455531,7,AcquiredPoint
768794802579564427,102,AcquiredPoint
769326163964354714,30,AcquiredPoint
769659127475863080,137,AcquiredPoint
770305432071554172,22,AcquiredPoint
771901049555052411,0,AcquiredPoint
772075509498832065,58,AcquiredPoint
772796954832982404,47,AcquiredPoint
773552423942984714,70,AcquiredPoint
773721924389921487,104,AcquiredPoint
775410906553697779,32,AcquiredPoint
776059919724974204,25,AcquiredPoint
777159048356703815,12,AcquiredPoint
777384221834689315,61,AcquiredPoint
777412081700977136,3,AcquiredPoint
777729594058844109,86,AcquiredPoint
777915631676309556,57,AcquiredPoint
778284927157460549,56,AcquiredPoint
778522212601490272,31,AcquiredPoint
778940799556338679,48,AcquiredPoint
779039235461769760,18,AcquiredPoint
779090217009169211,72,AcquiredPoint
779090526289880029,41,AcquiredPoint
780328112720268589,71,AcquiredPoint
780665088162671777,138,AcquiredPoint
781218117876629957,52,AcquiredPoint
781278085608102991,111,AcquiredPoint
781624956266765861,60,AcquiredPoint
782032573226878895,80,AcquiredPoint
782230625232140973,71,AcquiredPoint
782593268324117320,124,AcquiredPoint
782942532968734430,35,AcquiredPoint
783129678339301137,7,AcquiredPoint
784295203146373691,9,AcquiredPoint
784373731932583228,95,AcquiredPoint
784401265772984095,24,AcquiredPoint
784686977129420451,52,AcquiredPoint
784759913112340765,12,AcquiredPoint
785797420078931248,109,AcquiredPoint
786331789077101769,34,AcquiredPoint
786744858646800592,0,AcquiredPoint
787862421595474039,123,AcquiredPoint
788197746967794625,123,AcquiredPoint
788454749916034339,122,AcquiredPoint
789001952964680980,15,AcquiredPoint
790709851709388446,45,AcquiredPoint
790795619777905832,34,AcquiredPoint
791427964755009326,111,AcquiredPoint
791549780765479550,73,AcquiredPoint
793371618522839185,20,AcquiredPoint
794657157097058447,16,AcquiredPoint
795041638388553623,52,AcquiredPoint
795543530874984175,6,AcquiredPoint
796515774531987980,104,AcquiredPoint
797155634991520754,44,AcquiredPoint
797332734779503025,68,AcquiredPoint
798171117315346194,0,AcquiredPoint
800222684550023696,79,AcquiredPoint
801442931191370677,111,AcquiredPoint
801502778175412635,124,AcquiredPoint
801650485823831399,8,AcquiredPoint
802810630664147394,145,AcquiredPoint
803677723119013854,138,AcquiredPoint
803748961083342924,66,AcquiredPoint
804079681634608905,25,AcquiredPoint
804286518323408047,10,AcquiredPoint
807835091687779688,60,AcquiredPoint
808131804892665791,100,AcquiredPoint
809003467950043018,32,AcquiredPoint
809383341770033468,30,AcquiredPoint
810545656479060570,18,AcquiredPoint
811135267651723176,38,AcquiredPoint
811268138849704295,135,AcquiredPoint
812259997754471752,31,AcquiredPoint
812309532119687918,89,AcquiredPoint
812799140131653283,8,AcquiredPoint
813240533051084634,45,AcquiredPoint
813301635656145659,59,AcquiredPoint
813640007279461282,0,AcquiredPoint
814982612534142845,131,AcquiredPoint
815583643548099648,14,AcquiredPoint
815995107296613819,4,AcquiredPoint
816848774739912610,143,AcquiredPoint
817638698912553294,62,AcquiredPoint
818149681583882612,73,AcquiredPoint
818727534727722611,92,AcquiredPoint
818999030318401198,76,AcquiredPoint
819035716143416383,56,AcquiredPoint
819067164387463867,18,AcquiredPoint
819701211338224913,32,AcquiredPoint
820266408268347180,143,AcquiredPoint
821441325827905620,0,AcquiredPoint
821614957435486077,35,AcquiredPoint
822342427786644866,79,AcquiredPoint
822652130710039825,57,AcquiredPoint
822820855783057546,98,AcquiredPoint
822995472685014229,117,AcquiredPoint
825021826701643228,70,AcquiredPoint
825727988135978377,111,AcquiredPoint
825791237021272087,44,AcquiredPoint
826949571389952734,45,AcquiredPoint
827763360071986313,64,AcquiredPoint
828254397756603986,39,AcquiredPoint
829042343835736265,136,AcquiredPoint
829557768267127695,35,AcquiredPoint
829658479532782598,91,AcquiredPoint
829795635604426934,12,AcquiredPoint
830571295347097807,12,AcquiredPoint
831148857837886401,38,AcquiredPoint
831582476160238818,44,AcquiredPoint
832122045509295637,21,AcquiredPoint
832757564414150323,43,AcquiredPoint
833511290196453039,54,AcquiredPoint
833607188486227650,6,AcquiredPoint
834205486428008603,1,AcquiredPoint
837228203101967523,45,AcquiredPoint
838014373059098403,91,AcquiredPoint
840240123052431922,24,AcquiredPoint
840838007109941401,107,AcquiredPoint
842831820334621979,54,AcquiredPoint
844266848098069477,99,AcquiredPoint
844700014357116999,63,AcquiredPoint
846519318850620627,9,AcquiredPoint
847441584703266384,38,AcquiredPoint
848264820433617966,31,AcquiredPoint
849878373621551965,78,AcquiredPoint
850761649181568730,4,AcquiredPoint
851923988018352911,110,AcquiredPoint
853508165641974323,45,AcquiredPoint
854046841018317220,71,AcquiredPoint
854719801999940675,35,AcquiredPoint
855270901335505230,39,AcquiredPoint
856619829146658988,4,AcquiredPoint
857010641335042089,13,AcquiredPoint
858269879551618717,7,AcquiredPoint
858448380319895140,85,AcquiredPoint
858754379698053196,73,AcquiredPoint
860334513618856187,76,AcquiredPoint
861003075202091678,25,AcquiredPoint
862913813320289510,7,AcquiredPoint
863053046819959763,105,AcquiredPoint
863151974744212416,34,AcquiredPoint
863240568207097719,2,AcquiredPoint
864174533736979502,28,AcquiredPoint
864821414081190552,44,AcquiredPoint
865228148877219744,48,AcquiredPoint
865609705370381731,45,AcquiredPoint
868295675150994066,28,AcquiredPoint
868852018791172448,14,AcquiredPoint
869002939186415824,73,AcquiredPoint
869104526895347357,6,AcquiredPoint
870052288885028412,54,AcquiredPoint
870074455545895811,25,AcquiredPoint
870382889737697082,101,AcquiredPoint
870420205126367387,26,AcquiredPoint
871031674456352263,45,AcquiredPoint
872208496289154941,1,AcquiredPoint
873923241116782757,122,AcquiredPoint
874655962656715989,107,AcquiredPoint
875329431136204674,144,AcquiredPoint
876271674061195902,43,AcquiredPoint
877195976640489014,144,AcquiredPoint
878874519125660067,147,AcquiredPoint
879110511888855712,57,AcquiredPoint
881319379683357502,26,AcquiredPoint
882523266130256992,80,AcquiredPoint
882706041254468838,70,AcquiredPoint
883886392521278633,97,AcquiredPoint
885464875726881385,35,AcquiredPoint
885766651006170961,143,AcquiredPoint
887705681927525123,144,AcquiredPoint
888233775220020681,67,AcquiredPoint
888576017737723077,63,AcquiredPoint
888587624284101816,103,AcquiredPoint
888686930577685569,76,AcquiredPoint
889838930729324189,18,AcquiredPoint
890710192044409433,128,AcquiredPoint
891765938239809905,32,AcquiredPoint
892609186136862228,85,AcquiredPoint
893270046839258083,29,AcquiredPoint
893869869561476089,52,AcquiredPoint
893891441948019516,67,AcquiredPoint
894151138899903188,5,AcquiredPoint
894683283828963847,61,AcquiredPoint
895684508219619114,25,AcquiredPoint
895764576389863010,58,AcquiredPoint
895935308307740975,78,AcquiredPoint
896134044346929446,53,AcquiredPoint
896279453713758388,60,AcquiredPoint
896854953313735136,7,AcquiredPoint
897343890882577145,120,AcquiredPoint
898685501499573829,49,AcquiredPoint
898847144559515415,125,AcquiredPoint
899529688001263735,119,AcquiredPoint
899582069243272453,15,AcquiredPoint
899649362088387966,60,AcquiredPoint
900072572146614430,12,AcquiredPoint
900361321985877040,16,AcquiredPoint
900761609306923558,55,AcquiredPoint
901371589823460864,74,AcquiredPoint
902666844157240557,77,AcquiredPoint
902745567183916056,137,AcquiredPoint
902850159094835625,35,AcquiredPoint
903086699126952862,75,AcquiredPoint
903417436942922556,21,AcquiredPoint
905947313361316428,129,AcquiredPoint
906482462355097802,110,AcquiredPoint
906968911225609713,54,AcquiredPoint
907537295052159177,109,AcquiredPoint
907976988153196556,41,AcquiredPoint
908648242664280677,10,AcquiredPoint
909692273872840333,53,AcquiredPoint
910239162168580756,39,AcquiredPoint
910378052596598883,49,AcquiredPoint
910507876944427290,23,AcquiredPoint
910622571661074063,18,AcquiredPoint
912200088035653288,58,AcquiredPoint
912411744967544935,18,AcquiredPoint
913218082404206393,33,AcquiredPoint
913236344868285683,33,AcquiredPoint
913281817156365731,67,AcquiredPoint
913481803317325489,115,AcquiredPoint
913922203957900192,12,AcquiredPoint
914298455179251301,96,AcquiredPoint
914326719822533569,85,AcquiredPoint
914877707953344469,67,AcquiredPoint
915116773303850942,83,AcquiredPoint
915948769468099895,68,AcquiredPoint
916519743229655876,7,AcquiredPoint
918058253676369959,50,AcquiredPoint
918743419260253164,13,AcquiredPoint
919062064896114363,118,AcquiredPoint
919259317914755096,19,AcquiredPoint
919502671495948725,110,AcquiredPoint
919588032095107684,17,AcquiredPoint
920237769978462714,70,AcquiredPoint
922452047438854943,74,AcquiredPoint
922717624902327052,23,AcquiredPoint
922845848220036959,22,AcquiredPoint
922908275328469732,46,AcquiredPoint
923160697311388386,19,AcquiredPoint
924155597886676391,147,AcquiredPoint
926166499032212322,128,AcquiredPoint
926298449271881921,9,AcquiredPoint
926942750729579137,61,AcquiredPoint
927603502901603471,80,AcquiredPoint
928135512073789894,27,AcquiredPoint
929037858677027695,49,AcquiredPoint
929188852032462001,6,AcquiredPoint
929355633335677925,69,AcquiredPoint
929617195801238445,128,AcquiredPoint
931799015383687558,117,AcquiredPoint
931900297707497827,10,AcquiredPoint
933191591014468097,77,AcquiredPoint
933231959667862811,89,AcquiredPoint
934187845034449255,63,AcquiredPoint
934196957831853639,33,AcquiredPoint
936089458451704532,43,AcquiredPoint
938886171323739336,69,AcquiredPoint
939347058333643876,29,AcquiredPoint
940184879311451398,64,AcquiredPoint
941028656508187965,129,AcquiredPoint
941331768725818101,72,AcquiredPoint
941503364120816840,47,AcquiredPoint
942194450839238583,23,AcquiredPoint
942694900070469700,141,AcquiredPoint
942753777643872403,34,AcquiredPoint
943508639631659852,42,AcquiredPoint
943533219051481565,64,AcquiredPoint
943794718287898507,25,AcquiredPoint
945585480735245493,54,AcquiredPoint
946125945687694369,54,AcquiredPoint
946562301125688592,132,AcquiredPoint
947540304127321709,18,AcquiredPoint
948119943780702997,68,AcquiredPoint
948331398957505508,107,AcquiredPoint
948402313880784876,26,AcquiredPoint
948948183845759289,36,AcquiredPoint
949307346662021816,109,AcquiredPoint
949652849325841335,89,AcquiredPoint
951415515800247386,30,AcquiredPoint
951740121049439999,48,AcquiredPoint
951864969962277335,7,AcquiredPoint
952326937750973255,58,AcquiredPoint
952561441227464484,14,AcquiredPoint
952972372887688763,18,AcquiredPoint
953729698014427346,39,AcquiredPoint
954742517741303525,55,AcquiredPoint
954879901392250685,66,AcquiredPoint
956047348383873082,133,AcquiredPoint
956158566038784368,137,AcquiredPoint
956366500320169599,3,AcquiredPoint
956624342187188073,61,AcquiredPoint
957510410424078775,18,AcquiredPoint
958471087641808176,30,AcquiredPoint
958593061218848555,48,AcquiredPoint
959180884278141493,34,AcquiredPoint
960480653590964387,68,AcquiredPoint
960935335666747869,110,AcquiredPoint
962585543140696936,123,AcquiredPoint
963036566083486323,25,AcquiredPoint
963860978192255825,39,AcquiredPoint
964916337332017874,21,AcquiredPoint
965173496829826778,17,AcquiredPoint
965480193272455035,76,AcquiredPoint
966043561501610419,117,AcquiredPoint
966556344902856004,46,AcquiredPoint
967079097778931183,84,AcquiredPoint
968278751237668678,92,AcquiredPoint
968785192156476719,64,AcquiredPoint
968922486724904807,53,AcquiredPoint
971235528333348045,43,AcquiredPoint
971663171941627774,29,AcquiredPoint
972497814510230022,59,AcquiredPoint
972948132099542701,49,AcquiredPoint
972995154542305648,70,AcquiredPoint
973104986170609673,35,AcquiredPoint
973923216859398775,83,AcquiredPoint
974206171596870224,51,AcquiredPoint
975654684090590227,63,AcquiredPoint
976761456925769279,93,AcquiredPoint
977133495988602536,15,AcquiredPoint
978154001647491836,77,AcquiredPoint
979524319749488276,10,AcquiredPoint
980639576149151501,44,AcquiredPoint
981468831378850824,58,AcquiredPoint
981687280526809505,26,AcquiredPoint
983332826386669990,69,AcquiredPoint
983840532430592436,28,AcquiredPoint
983870518633503075,119,AcquiredPoint
984699373038668381,32,AcquiredPoint
985088409424375564,27,AcquiredPoint
985395736455976958,90,AcquiredPoint
985589096520499041,9,AcquiredPoint
986226305633369283,76,AcquiredPoint
986828851095576200,25,AcquiredPoint
986971971187020062,64,AcquiredPoint
987034957827687036,60,AcquiredPoint
987530968443323491,124,AcquiredPoint
987646815390498854,135,AcquiredPoint
987670505507253939,44,AcquiredPoint
988126306752416130,44,AcquiredPoint
988239164733233257,17,AcquiredPoint
988309745122940158,71,AcquiredPoint
988805623124774256,66,AcquiredPoint
989919114449775248,145,AcquiredPoint
990294047736100497,34,AcquiredPoint
991319520258268173,31,AcquiredPoint
